Terminal: [6]
 Agents at terminal: 30
Agent ID; Capacity; starttime; endtime; start loc; end loc
30;8;8;2;;1
Pasenger : 9
 Start: 211 End: 197
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
31;211;197;4;;
32;197;197;4;;1
Pasenger : 10
 Start: 211 End: 197
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
33;211;197;4;;
34;197;197;4;;1
Pasenger : 11
 Start: 211 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
35;211;195;4;;
36;195;195;4;;1
Pasenger : 12
 Start: 211 End: 14
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
37;211;413;4;;
38;413;407;; terminalbus;
39;407;14;2;;
40;14;14;2;;1
Pasenger : 13
 Start: 211 End: 14
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
41;211;413;4;;
42;413;407;; terminalbus;
43;407;14;2;;
44;14;14;2;;1
Pasenger : 14
 Start: 211 End: 2
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
45;211;413;4;;
46;413;405;; terminalbus;
47;405;2;1;;
48;2;2;1;;1
Pasenger : 15
 Start: 211 End: 13
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
49;211;413;4;;
50;413;407;; terminalbus;
51;407;13;2;;
52;13;13;2;;1
Pasenger : 16
 Start: 211 End: 13
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
53;211;413;4;;
54;413;407;; terminalbus;
55;407;13;2;;
56;13;13;2;;1
Pasenger : 19
 Start: 211 End: 124
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
57;211;413;4;;
58;413;411;; terminalbus;
59;411;124;9;;
60;124;124;9;;1
Pasenger : 20
 Start: 362 End: 181
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
61;362;181;3;;
62;181;181;3;;1
Pasenger : 21
 Start: 108 End: 231
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
63;108;411;9;;
64;411;414;; terminalbus;
65;414;231;10;;
66;231;231;10;;1
Pasenger : 22
 Start: 108 End: 272
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
67;108;114;9;;
68;114;114;9;;1
69;114;272;; airsidebus;
Pasenger : 23
 Start: 108 End: 183
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
70;108;411;9;;
71;411;412;; terminalbus;
72;412;183;3;;
73;183;183;3;;1
Pasenger : 24
 Start: 108 End: 183
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
74;108;411;9;;
75;411;412;; terminalbus;
76;412;183;3;;
77;183;183;3;;1
Pasenger : 25
 Start: 108 End: 140
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
78;108;411;9;;
79;411;415;; terminalbus;
80;415;140;6;;
81;140;140;6;;1
Pasenger : 26
 Start: 309 End: 179
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
82;309;415;6;;
83;415;412;; terminalbus;
84;412;179;3;;
85;179;179;3;;1
Pasenger : 27
 Start: 111 End: 178
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
86;111;411;9;;
87;411;412;; terminalbus;
88;412;178;3;;
89;178;178;3;;1
Pasenger : 28
 Start: 309 End: 29
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
90;309;415;6;;
91;415;410;; terminalbus;
92;410;96;8;;
93;96;96;8;;1
94;96;29;; airsidebus;
Pasenger : 29
 Start: 302 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
95;302;60;6;;
Pasenger : 30
 Start: 158 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
96;158;60;6;;
Pasenger : 31
 Start: 165 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
97;165;60;6;;
Pasenger : 32
 Start: 309 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
98;309;60;6;;
Pasenger : 33
 Start: 158 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
99;158;60;6;;
Pasenger : 34
 Start: 307 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
100;307;60;6;;
Pasenger : 35
 Start: 302 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
101;302;60;6;;
Pasenger : 36
 Start: 302 End: 384
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
102;302;384;6;;
Pasenger : 37
 Start: 307 End: 183
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
103;307;415;6;;
104;415;412;; terminalbus;
105;412;183;3;;
106;183;183;3;;1
Pasenger : 38
 Start: 111 End: 242
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
107;111;411;9;;
108;411;414;; terminalbus;
109;414;242;10;;
110;242;242;10;;1
Pasenger : 40
 Start: 309 End: 10
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
111;309;415;6;;
112;415;413;; terminalbus;
113;413;198;4;;
114;198;198;4;;1
115;198;10;; airsidebus;
Pasenger : 41
 Start: 111 End: 304
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
116;111;411;9;;
117;411;409;; terminalbus;
118;409;53;7;;
119;53;53;7;;1
120;53;304;; airsidebus;
Pasenger : 42
 Start: 111 End: 304
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
121;111;411;9;;
122;411;409;; terminalbus;
123;409;53;7;;
124;53;53;7;;1
125;53;304;; airsidebus;
Pasenger : 43
 Start: 110 End: 95
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
126;110;415;6;;
127;415;410;; terminalbus;
128;410;95;8;;
129;95;95;8;;1
Pasenger : 44
 Start: 118 End: 259
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
130;118;411;9;;
131;411;413;; terminalbus;
132;413;187;4;;
133;187;187;4;;1
134;187;259;; airsidebus;
Pasenger : 45
 Start: 118 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
135;118;60;9;;
Pasenger : 46
 Start: 300 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
136;300;60;6;;
Pasenger : 47
 Start: 300 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
137;300;60;6;;
Pasenger : 48
 Start: 118 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
138;118;60;9;;
Pasenger : 49
 Start: 125 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
139;125;60;9;;
Pasenger : 50
 Start: 300 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
140;300;60;6;;
Pasenger : 51
 Start: 114 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
141;114;60;9;;
Pasenger : 52
 Start: 114 End: 192
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
142;114;411;9;;
143;411;413;; terminalbus;
144;413;192;4;;
145;192;192;4;;1
Pasenger : 53
 Start: 118 End: 258
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
146;118;411;9;;
147;411;410;; terminalbus;
148;410;86;8;;
149;86;86;8;;1
150;86;258;; airsidebus;
Pasenger : 54
 Start: 125 End: 177
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
151;125;411;9;;
152;411;412;; terminalbus;
153;412;177;3;;
154;177;177;3;;1
Pasenger : 55
 Start: 125 End: 177
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
155;125;411;9;;
156;411;412;; terminalbus;
157;412;177;3;;
158;177;177;3;;1
Pasenger : 56
 Start: 114 End: 182
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
159;114;411;9;;
160;411;412;; terminalbus;
161;412;182;3;;
162;182;182;3;;1
Pasenger : 57
 Start: 114 End: 140
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
163;114;411;9;;
164;411;415;; terminalbus;
165;415;140;6;;
166;140;140;6;;1
Pasenger : 58
 Start: 118 End: 304
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
167;118;411;9;;
168;411;409;; terminalbus;
169;409;53;7;;
170;53;53;7;;1
171;53;304;; airsidebus;
Pasenger : 59
 Start: 118 End: 304
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
172;118;411;9;;
173;411;409;; terminalbus;
174;409;53;7;;
175;53;53;7;;1
176;53;304;; airsidebus;
Pasenger : 60
 Start: 114 End: 12
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
177;114;411;9;;
178;411;409;; terminalbus;
179;409;51;7;;
180;51;51;7;;1
181;51;12;; airsidebus;
Pasenger : 61
 Start: 114 End: 212
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
182;114;411;9;;
183;411;413;; terminalbus;
184;413;212;4;;
185;212;212;4;;1
Pasenger : 62
 Start: 118 End: 12
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
186;118;411;9;;
187;411;409;; terminalbus;
188;409;51;7;;
189;51;51;7;;1
190;51;12;; airsidebus;
Pasenger : 63
 Start: 114 End: 12
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
191;114;411;9;;
192;411;409;; terminalbus;
193;409;51;7;;
194;51;51;7;;1
195;51;12;; airsidebus;
Pasenger : 64
 Start: 118 End: 12
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
196;118;411;9;;
197;411;409;; terminalbus;
198;409;51;7;;
199;51;51;7;;1
200;51;12;; airsidebus;
Pasenger : 65
 Start: 118 End: 141
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
201;118;411;9;;
202;411;415;; terminalbus;
203;415;141;6;;
204;141;141;6;;1
Pasenger : 66
 Start: 118 End: 141
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
205;118;411;9;;
206;411;415;; terminalbus;
207;415;141;6;;
208;141;141;6;;1
Pasenger : 69
 Start: 308 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
213;308;60;6;;
Pasenger : 70
 Start: 308 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
214;308;60;6;;
Pasenger : 71
 Start: 308 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
215;308;60;6;;
Pasenger : 72
 Start: 400 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
216;400;195;4;;
217;195;195;4;;1
Pasenger : 74
 Start: 362 End: 177
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
220;362;177;3;;
221;177;177;3;;1
Pasenger : 75
 Start: 366 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
222;366;195;4;;
223;195;195;4;;1
Pasenger : 76
 Start: 370 End: 191
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
224;370;191;4;;
225;191;191;4;;1
Pasenger : 77
 Start: 349 End: 152
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
226;349;152;6;;
227;152;152;6;;1
Pasenger : 78
 Start: 367 End: 192
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
228;367;192;4;;
229;192;192;4;;1
Pasenger : 79
 Start: 266 End: 125
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
230;266;125;9;;
231;125;125;9;;1
Pasenger : 80
 Start: 249 End: 274
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
232;249;64;; airsidebus;
233;64;411;9;;
234;411;415;; terminalbus;
235;415;113;6;;
236;113;113;6;;1
237;113;274;; airsidebus;
Pasenger : 81
 Start: 249 End: 95
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
238;249;64;; airsidebus;
239;64;411;9;;
240;411;410;; terminalbus;
241;410;95;8;;
242;95;95;8;;1
Pasenger : 82
 Start: 367 End: 10
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
243;367;198;4;;
244;198;198;4;;1
245;198;10;; airsidebus;
Pasenger : 83
 Start: 371 End: 192
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
246;371;192;4;;
247;192;192;4;;1
Pasenger : 84
 Start: 338 End: 191
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
248;338;191;4;;
249;191;191;4;;1
Pasenger : 85
 Start: 338 End: 46
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
250;338;54;7;;
251;54;54;7;;1
252;54;46;; airsidebus;
Pasenger : 86
 Start: 371 End: 192
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
253;371;192;4;;
254;192;192;4;;1
Pasenger : 87
 Start: 373 End: 125
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
255;373;125;9;;
256;125;125;9;;1
Pasenger : 88
 Start: 384 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
257;384;195;4;;
258;195;195;4;;1
Pasenger : 89
 Start: 350 End: 125
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
259;350;125;9;;
260;125;125;9;;1
Pasenger : 90
 Start: 351 End: 132
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
261;351;132;9;;
262;132;132;9;;1
Pasenger : 91
 Start: 113 End: 59
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
263;113;415;6;;
264;415;409;; terminalbus;
265;409;59;7;;
266;59;59;7;;1
Pasenger : 92
 Start: 60 End: 125
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
267;60;125;9;;
268;125;125;9;;1
Pasenger : 94
 Start: 158 End: 236
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
269;158;415;6;;
270;415;414;; terminalbus;
271;414;236;10;;
272;236;236;10;;1
Pasenger : 95
 Start: 362 End: 176
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
273;362;176;3;;
274;176;176;3;;1
Pasenger : 96
 Start: 369 End: 10
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
275;369;198;4;;
276;198;198;4;;1
277;198;10;; airsidebus;
Pasenger : 97
 Start: 351 End: 125
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
278;351;125;9;;
279;125;125;9;;1
Pasenger : 98
 Start: 348 End: 129
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
280;348;129;9;;
281;129;129;9;;1
Pasenger : 99
 Start: 302 End: 195
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
282;302;415;6;;
283;415;413;; terminalbus;
284;413;195;4;;
285;195;195;4;;1
Pasenger : 100
 Start: 302 End: 195
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
286;302;415;6;;
287;415;413;; terminalbus;
288;413;195;4;;
289;195;195;4;;1
Pasenger : 101
 Start: 209 End: 177
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
290;209;413;4;;
291;413;412;; terminalbus;
292;412;177;3;;
293;177;177;3;;1
Pasenger : 102
 Start: 209 End: 176
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
294;209;413;4;;
295;413;412;; terminalbus;
296;412;176;3;;
297;176;176;3;;1
Pasenger : 103
 Start: 209 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
298;209;60;4;;
Pasenger : 104
 Start: 209 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
299;209;60;4;;
Pasenger : 105
 Start: 209 End: 175
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
300;209;413;4;;
301;413;412;; terminalbus;
302;412;175;3;;
303;175;175;3;;1
Pasenger : 106
 Start: 384 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
304;384;195;4;;
305;195;195;4;;1
Pasenger : 108
 Start: 164 End: 132
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
308;164;412;3;;
309;412;411;; terminalbus;
310;411;132;9;;
311;132;132;9;;1
Pasenger : 109
 Start: 349 End: 139
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
312;349;139;6;;
313;139;139;6;;1
Pasenger : 110
 Start: 369 End: 10
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
314;369;198;4;;
315;198;198;4;;1
316;198;10;; airsidebus;
Pasenger : 111
 Start: 362 End: 183
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
317;362;183;3;;
318;183;183;3;;1
Pasenger : 112
 Start: 351 End: 130
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
319;351;130;9;;
320;130;130;9;;1
Pasenger : 113
 Start: 370 End: 71
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
321;370;189;4;;
322;189;189;4;;1
323;189;71;; airsidebus;
Pasenger : 118
 Start: 252 End: 195
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
324;252;27;; airsidebus;
325;27;412;3;;
326;412;413;; terminalbus;
327;413;195;4;;
328;195;195;4;;1
Pasenger : 119
 Start: 280 End: 195
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
329;280;414;10;;
330;414;413;; terminalbus;
331;413;195;4;;
332;195;195;4;;1
Pasenger : 120
 Start: 280 End: 57
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
333;280;414;10;;
334;414;409;; terminalbus;
335;409;57;7;;
336;57;57;7;;1
Pasenger : 121
 Start: 248 End: 149
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
337;248;112;; airsidebus;
338;112;411;9;;
339;411;415;; terminalbus;
340;415;149;6;;
341;149;149;6;;1
Pasenger : 123
 Start: 123 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
342;123;60;9;;
Pasenger : 124
 Start: 79 End: 141
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
343;79;27;; airsidebus;
344;27;412;3;;
345;412;415;; terminalbus;
346;415;141;6;;
347;141;141;6;;1
Pasenger : 125
 Start: 123 End: 241
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
348;123;411;9;;
349;411;414;; terminalbus;
350;414;241;10;;
351;241;241;10;;1
Pasenger : 126
 Start: 370 End: 188
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
352;370;188;4;;
353;188;188;4;;1
Pasenger : 131
 Start: 118 End: 177
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
372;118;411;9;;
373;411;412;; terminalbus;
374;412;177;3;;
375;177;177;3;;1
Pasenger : 132
 Start: 9 End: 190
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
376;9;64;; airsidebus;
377;64;411;9;;
378;411;413;; terminalbus;
379;413;190;4;;
380;190;190;4;;1
Pasenger : 133
 Start: 161 End: 168
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
381;161;415;6;;
382;415;412;; terminalbus;
383;412;168;3;;
384;168;168;3;;1
Pasenger : 134
 Start: 312 End: 178
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
385;312;64;; airsidebus;
386;64;411;9;;
387;411;412;; terminalbus;
388;412;178;3;;
389;178;178;3;;1
Pasenger : 135
 Start: 161 End: 71
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
390;161;415;6;;
391;415;413;; terminalbus;
392;413;189;4;;
393;189;189;4;;1
394;189;71;; airsidebus;
Pasenger : 138
 Start: 312 End: 60
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
395;312;64;; airsidebus;
396;64;60;9;;
Pasenger : 141
 Start: 298 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
397;298;60;6;;
Pasenger : 142
 Start: 9 End: 44
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
398;9;64;; airsidebus;
399;64;411;9;;
400;411;409;; terminalbus;
401;409;56;7;;
402;56;56;7;;1
403;56;44;; airsidebus;
Pasenger : 143
 Start: 9 End: 304
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
404;9;64;; airsidebus;
405;64;411;9;;
406;411;409;; terminalbus;
407;409;53;7;;
408;53;53;7;;1
409;53;304;; airsidebus;
Pasenger : 144
 Start: 118 End: 304
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
410;118;411;9;;
411;411;409;; terminalbus;
412;409;53;7;;
413;53;53;7;;1
414;53;304;; airsidebus;
Pasenger : 145
 Start: 9 End: 304
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
415;9;64;; airsidebus;
416;64;411;9;;
417;411;409;; terminalbus;
418;409;53;7;;
419;53;53;7;;1
420;53;304;; airsidebus;
Pasenger : 146
 Start: 9 End: 304
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
421;9;64;; airsidebus;
422;64;411;9;;
423;411;409;; terminalbus;
424;409;53;7;;
425;53;53;7;;1
426;53;304;; airsidebus;
Pasenger : 147
 Start: 312 End: 44
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
427;312;64;; airsidebus;
428;64;411;9;;
429;411;409;; terminalbus;
430;409;56;7;;
431;56;56;7;;1
432;56;44;; airsidebus;
Pasenger : 148
 Start: 47 End: 12
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
433;47;51;7;;
434;51;51;7;;1
435;51;12;; airsidebus;
Pasenger : 149
 Start: 47 End: 12
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
436;47;51;7;;
437;51;51;7;;1
438;51;12;; airsidebus;
Pasenger : 150
 Start: 47 End: 12
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
439;47;51;7;;
440;51;51;7;;1
441;51;12;; airsidebus;
Pasenger : 151
 Start: 47 End: 12
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
442;47;51;7;;
443;51;51;7;;1
444;51;12;; airsidebus;
Pasenger : 153
 Start: 312 End: 12
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
445;312;64;; airsidebus;
446;64;411;9;;
447;411;409;; terminalbus;
448;409;51;7;;
449;51;51;7;;1
450;51;12;; airsidebus;
Pasenger : 154
 Start: 312 End: 12
Segments: 6
ID;Start location; End location; Terminal; Bus;Embarkment
451;312;64;; airsidebus;
452;64;411;9;;
453;411;409;; terminalbus;
454;409;51;7;;
455;51;51;7;;1
456;51;12;; airsidebus;
Pasenger : 155
 Start: 12 End: 241
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
457;12;64;; airsidebus;
458;64;411;9;;
459;411;414;; terminalbus;
460;414;241;10;;
461;241;241;10;;1
Pasenger : 156
 Start: 312 End: 87
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
462;312;64;; airsidebus;
463;64;411;9;;
464;411;410;; terminalbus;
465;410;87;8;;
466;87;87;8;;1
Pasenger : 158
 Start: 9 End: 173
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
467;9;64;; airsidebus;
468;64;411;9;;
469;411;412;; terminalbus;
470;412;173;3;;
471;173;173;3;;1
Pasenger : 159
 Start: 349 End: 132
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
472;349;132;9;;
473;132;132;9;;1
Pasenger : 160
 Start: 159 End: 176
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
474;159;176;3;;
475;176;176;3;;1
Pasenger : 161
 Start: 159 End: 176
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
476;159;176;3;;
477;176;176;3;;1
Pasenger : 162
 Start: 339 End: 139
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
478;339;139;6;;
479;139;139;6;;1
Pasenger : 163
 Start: 174 End: 57
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
480;174;412;3;;
481;412;409;; terminalbus;
482;409;57;7;;
483;57;57;7;;1
Pasenger : 164
 Start: 106 End: 122
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
484;106;122;9;;
485;122;122;9;;1
Pasenger : 166
 Start: 106 End: 60
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
486;106;60;9;;
Pasenger : 167
 Start: 182 End: 149
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
487;182;412;3;;
488;412;415;; terminalbus;
489;415;149;6;;
490;149;149;6;;1
Pasenger : 169
 Start: 290 End: 132
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
496;290;414;10;;
497;414;411;; terminalbus;
498;411;132;9;;
499;132;132;9;;1
Pasenger : 170
 Start: 278 End: 197
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
500;278;414;10;;
501;414;413;; terminalbus;
502;413;197;4;;
503;197;197;4;;1
Pasenger : 174
 Start: 160 End: 57
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
504;160;412;3;;
505;412;409;; terminalbus;
506;409;57;7;;
507;57;57;7;;1
Pasenger : 175
 Start: 361 End: 176
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
508;361;176;3;;
509;176;176;3;;1
Pasenger : 176
 Start: 361 End: 176
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
510;361;176;3;;
511;176;176;3;;1
Pasenger : 177
 Start: 274 End: 195
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
512;274;64;; airsidebus;
513;64;411;9;;
514;411;413;; terminalbus;
515;413;195;4;;
516;195;195;4;;1
Pasenger : 178
 Start: 274 End: 195
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
517;274;64;; airsidebus;
518;64;411;9;;
519;411;413;; terminalbus;
520;413;195;4;;
521;195;195;4;;1
Pasenger : 179
 Start: 274 End: 195
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
522;274;64;; airsidebus;
523;64;411;9;;
524;411;413;; terminalbus;
525;413;195;4;;
526;195;195;4;;1
Pasenger : 181
 Start: 365 End: 10
Segments: 3
ID;Start location; End location; Terminal; Bus;Embarkment
530;365;198;4;;
531;198;198;4;;1
532;198;10;; airsidebus;
Pasenger : 182
 Start: 135 End: 141
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
533;135;411;9;;
534;411;415;; terminalbus;
535;415;141;6;;
536;141;141;6;;1
Pasenger : 183
 Start: 200 End: 195
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
537;200;195;4;;
538;195;195;4;;1
Pasenger : 186
 Start: 200 End: 130
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
539;200;413;4;;
540;413;411;; terminalbus;
541;411;130;9;;
542;130;130;9;;1
Pasenger : 187
 Start: 362 End: 168
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
543;362;168;3;;
544;168;168;3;;1
Pasenger : 189
 Start: 207 End: 122
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
545;207;413;4;;
546;413;411;; terminalbus;
547;411;122;9;;
548;122;122;9;;1
Pasenger : 190
 Start: 295 End: 197
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
549;295;414;10;;
550;414;413;; terminalbus;
551;413;197;4;;
552;197;197;4;;1
Pasenger : 191
 Start: 288 End: 304
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
553;288;414;10;;
554;414;409;; terminalbus;
555;409;53;7;;
556;53;53;7;;1
557;53;304;; airsidebus;
Pasenger : 192
 Start: 288 End: 152
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
558;288;414;10;;
559;414;415;; terminalbus;
560;415;152;6;;
561;152;152;6;;1
Pasenger : 193
 Start: 288 End: 304
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
562;288;414;10;;
563;414;409;; terminalbus;
564;409;53;7;;
565;53;53;7;;1
566;53;304;; airsidebus;
Pasenger : 194
 Start: 288 End: 57
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
567;288;414;10;;
568;414;409;; terminalbus;
569;409;57;7;;
570;57;57;7;;1
Pasenger : 195
 Start: 277 End: 125
Segments: 4
